SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
FARM-134267371,Form,10/02/2024,03/17/2025,04/19/2025,Closed-Form Approved,"We respectfully submit for filing our new Personal Lines Homeowners endorsement for our Farmers FlexSM Personal Home
Policy. We are also updating Home Sharing Coverage Endorsement to a second edition.",,04.0 Homeowners,69,[21598],2025-02-24,,,
GMMX-134417367,Rate,02/13/2025,02/19/2025,02/19/2025,Closed-Acknowledged,"With this filing, Encompass Property & Casualty Company (EPC) proposes an overall rate change of 10.1% for its Owner
Occupied Homeowners line of business in the state of Arizona.
This filing proposes revisions to the following:
- Rate Adjustment Factors
- Maximum Deductible Credit
Please refer to the enclosed filing for more information.",,04.0 Homeowners,8,[10072],2025-02-24,,,
ALSE-134306035,Rule,11/01/2024,05/01/2025,05/01/2025,Pending Industry Response,"With this filing, Encompass Insurance Company proposes revisions to its Homeowners Underwriting Guidelines in the state of
California.
Please see the Filing Memorandum and Supporting Documents for more information regarding the revisions proposed in this
filing.",,04.0 Homeowners,8,[10358],2025-02-24,,,
AMSI-134390951,Rate/Rule,01/27/2025,12/29/2025,12/29/2025,Pending Industry Response,"ASI Select Insurance Corp. respectfully submits for your review a rate and rule revision to our HO6 product. The proposal is
submitted with an effective date of 12/29/2025 for new business and renewal business.
If you have any questions or comments, please do not hesitate to contact me at (216)227-8065 or via email at
Brian_M_Dedrick@Progressive.com.
Sincerely,
Brian Dedrick
Condominium Product Manager",,04.0 Homeowners,155,[14042],2025-02-24,,,
HART-133954912,Rate/Rule,01/19/2024,05/15/2025,05/15/2025,Closed-Approved,"The Hartford Personal Lines respectfully submits for your approval the enclosed Homeowners rate filing for a +16.5% overall
rate change on a California Department of Insurance (CDI) Maximum indication of +21.9%. The last Home Advantage AARP
Program rate change was effective 10/19/20 (State Tracking # 20-716), and the “Mitigation in Rating Plans Regulation” filing
was approved and effective 9/3/24 (State Tracking # 23-1131).
The Hartford introduced by peril rating with the introduction of the Home Advantage class plan in April 2012. Coverage for all
specified perils is included in our homeowners product (i.e. no peril coverage is optional). With the introduction of by peril rating
we have been monitoring loss performance and have deemed it necessary to adjust the Building and Tenant form rates.  We
have seen increased loss ratios from Wildfire since this rate plan was introduced. This proposed change will attempt to
balance the Building form loss ratios across perils closer to the overall state loss ratio. The overall Building forms rate increase
will be +17.3%. For Tenant we are adjusting the rate uniformly across perils by -4.9%, and for Condo we are adjusting the rate
uniformly across perils by +10.4%.
The CDI template methodology used to support the catastrophe adjustment factors is based on a 20-year historical average as
shown on supporting Exhibit 9. At this time, we are proposing a rate increase within the maximum indication based on the CDI
template methodology. Our view of rate need, when following standard industry practices of using catastrophe models and
reflecting reinsurance costs, produces a materially higher view of rate need than the CDI template.
The trend selections by form consider both loss and premium trends and are based on the most appropriate net trend of the
five possible point fits (8, 12, 16, 20, and 24). Form level trend explanations are included in supporting Exhibit 8.",,04.0 Homeowners,91,"[34690, 11000, 27120, 29459]",2025-02-24,,,
LBPM-134324308,Rate/Rule/Form,11/19/2024,01/01/2026,01/01/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, Liberty Insurance Corporation is formally submitting a withdrawal
filing for its California Renter Program.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California.
Below are the complete filing exhibits:
-Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
-Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
-Withdrawal Letter
-Non-renewal Notice",,04.0 Homeowners,111,[42404],2025-02-24,,,
LBPM-134324330,Rate/Rule/Form,11/19/2024,01/01/2026,01/01/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, Liberty Insurance Corporation is formally submitting a withdrawal
filing for its California Condominium Program.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California.
Below are the complete filing exhibits:
- Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
- Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
- Withdrawal Letter
- Non-Renewal Notice",,04.0 Homeowners,111,[42404],2025-02-24,,,
LBRM-134134101,Rate,06/05/2024,05/16/2025,05/16/2025,Closed-Approved,"This filing proposes changes to our independent homeowners program in California and have attached the completed rate
application, templates, and support. These changes result in an overall 7.2% rate increase.
The max policy impact for this revision does not align with the proposed rate change due to the maximum deductible amounts,
therefore, we are providing a rater to show the impact breakdown for clarity.
Thank you for reviewing our filing. We look forward to your approval. If we can answer any questions or provide additional
information, please feel free to contact us.",,04.0 Homeowners,111,"[24724, 24740, 39012]",2025-02-24,,,
LBRM-134324203,Rate/Rule/Form,11/19/2024,01/01/2026,01/01/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, First National Insurance Company of America, Safeco Insurance
Company of America and Safeco Insurance Company of Illinois are formally submitting a withdrawal filing for its California
Renter Program.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California.
Below are the complete filing exhibits:
- Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
- Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
- Withdrawal Letter
- Non-Renewal Notice",,04.0 Homeowners,111,"[24724, 24740, 39012]",2025-02-24,,,
LBRM-134324217,Rate/Rule/Form,11/19/2024,01/01/2026,01/01/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, First National Insurance Company of America, Safeco Insurance
Company of America and Safeco Insurance Company of Illinois are formally submitting a withdrawal filing for its California
Condominium Program.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California.
Below are the complete filing exhibits:
- Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
- Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
- Withdrawal Letter
- Non-Renewal Notice",,04.0 Homeowners,111,"[24724, 24740, 39012]",2025-02-24,,,
LBRM-134354158,Rate/Rule/Form,12/17/2024,01/01/2026,01/01/2026,Closed-Acknowledged,"In accordance with the California Department of Insurance, First National Insurance Company of America is formally
submitting a withdrawal filing for its Difference in Condition (DIC) Product. Safeco Insurance submits the attached withdrawal
notice pursuant to CIC § 674.6 which requires 60 days advance notice to the department for the withdrawal of a product.
We are simplifying and focusing our investments on core go-forward products and will no longer be offering this product in the
state of California.
Below are the complete filing exhibits:
- Prior Approval Rate Application: The latest rate filings are identified. This would be a Form/Rate/Rule 0.0% rate change.
- Exhibit 1 Filing History: Listed are the previously approved CDI filing numbers for the last three years.
- Withdrawal Letter
- Non-Renewal Notice",,04.0 Homeowners,111,[24724],2025-02-24,"The rate filing submitted by First National Insurance Company of America to the California Department of Insurance involves the withdrawal of its Difference in Condition (DIC) product for homeowners. The effective date requested for this withdrawal is January 1, 2026. 

The company states that it is simplifying its product offerings and focusing on core go-forward products, leading to the decision to discontinue the DIC program in California. The filing includes non-renewal letters to inform policyholders, direct written premium information, and plans to work with agents to secure replacement coverage for impacted policyholders. 

The filing indicates that the company will no longer offer new DIC policies starting from January 1, 2025, and will provide non-renewal notices to policyholders as their policies naturally expire from January 1, 2026. The decision to withdraw the DIC program is intended to align with the company's strategic direction to streamline its product portfolio.

Overall, the rate filing reflects First National Insurance Company of America's proactive approach to realigning its offerings and focusing on key products in the state of California.",,
LEMO-134259792,Rule/Form,10/02/2024,03/11/2025,03/11/2025,Pending Industry Response,"Lemonade is hereby submitting for the state's approval the following revisions to the Underwriting Guidelines governing our
Homeowners, Condo, and Renters programs. In addition, the Special Provisions has been updated. There is no rate change
associated with this filing.
Thank you for your consideration.",,04.0 Homeowners,5032,[16023],2025-02-24,,,
ALSE-134421825,Rule,02/17/2025,03/18/2025,,Closed-Filed,"With this filing, Allstate is proposing a change to the Allstate Indemnity Company (AI) Renters underwriting guidelines in the
state of Colorado. Allstate is proposing revisions to the following: Adding language above the Administrative Requirements.
Further information regarding these changes can be found in the enclosed attachments. This change will apply to new
business effective on or after 03/18/2025.",,04.0 Homeowners,8,[19240],2025-02-24,"The rate filing submitted by Allstate Indemnity Company for the AI REN product in Colorado pertains to changes in the Allstate Indemnity Company Renters underwriting guidelines. The proposal includes revisions to various sections such as Insurable Interest, Administrative Requirements, Consumer Reports, Fire Protection, Prior Insurance, Coverage Limits and Deductible Requirements, Ineligible Dwellings, and Moratorium.

Key points in the rate filing include setting an effective date of March 18, 2025, for new business policies to be offered exclusively through Independent Agents, as opposed to Exclusive Agents or Allstate's Direct Channels. The filing emphasizes the importance of insurable interest criteria, administrative requirements like maximum binding timeframes and down payment obligations, the necessity for credit history checks, eligibility criteria for fire protection, handling of prior insurance terminations, specified coverage limits and deductible requirements, restrictions on ineligible dwellings, and the potential for invoking a moratorium during catastrophes.

Additionally, the filing provides detailed guidelines and instructions for policy issuance, endorsements, and customer eligibility under the AI REN product in Colorado, stating specifics related to new business risk management policies, endorsements, and administrative protocols.",,
ALSE-134421846,Rule,02/17/2025,03/18/2025,,Closed-Filed,"With this filing, Allstate is proposing a change to the Allstate North American Insurance Company (ANAIC) Renters
underwriting guidelines in the state of Colorado. Allstate is proposing revisions to the following: Removing the Applicability
section.
Further information regarding these changes can be found in the enclosed attachments. This change will apply to new
business effective on or after 03/18/2025.",,04.0 Homeowners,8,[11110],2025-02-24,"The rate filing submitted by Allstate North American Insurance Company pertains to a change in the underwriting guidelines for their renters insurance product, specifically for Colorado. The proposed effective date for the new guidelines is March 18, 2025. The key changes in the filing include the removal of the Applicability section from the underwriting guidelines.

The underwriting guidelines outline various administrative requirements for applications and coverage endorsements, criteria for consumer reports and insurable interest, as well as specifications regarding fire protection and ineligible dwellings. Additionally, the guidelines introduce a moratorium provision in case of a catastrophe.

The rate filing also includes a schedule detailing the changes made to the Risk Management Policy, as well as supporting documents such as the Colorado Rate/Rule Form A and a Summary of Changes and Tracked Version of Guidelines. The filing was submitted on February 17, 2025, with an effective date requested for March 18, 2025. The filing was reviewed and dispositioned as ""Filed"" on February 19, 2025.",,
TRVD-G134410645,Rule,02/10/2025,,04/07/2025,Closed-Filed,"With this filing we are amending our Quantum Homeowners product as detailed in the accompanying Explanatory
Memorandum.",,04.0 Homeowners,3548,"[27998, 36137]",2025-02-24,"The rate filing submitted by The Travelers Home and Marine Insurance Company in Colorado pertains to their Quantum Homeowners product. The filing includes amendments to two rules: Rule 511 for Loss Assessment Coverage and Rule 535 for Enhanced Home Package. The effective date requested for the changes is 04/07/2025.

The filing includes revisions to eligibility requirements and premiums for Loss Assessment Coverage and Enhanced Home Package. The changes apply to renewal business effective on or after 04/07/2025.

The rate filing indicates no rate impact associated with the proposed changes. Additionally, the filing has been closed as Filed with a disposition date of 02/11/2025. The overall percentage rate indicated for this filing is 0.000%, with no impact on written premiums or policyholders affected.",,
TRVD-G134412529,Rule,02/12/2025,,04/07/2025,Closed-Filed,"With this filing we are amending our Legacy Homeowners & High Value Homeowners products as detailed in the
accompanying Explanatory Memorandum.",,04.0 Homeowners,3548,"[19062, 19070, 25666]",2025-02-24,"The rate filing pertains to multiple insurance products within the Homeowners and High Value Homeowners lines in Colorado. The filing involves amending the Loss Assessment Coverage, Additional Coverage Endorsement - ACE, and other related rules for insurance products offered by The Automobile Insurance Company of Hartford, Connecticut, The Standard Fire Insurance Company, and The Travelers Indemnity Company of America. The effective date for the changes requested is 04/07/2025. The filing aims to revise eligibility requirements and coverage enhancements for the specified products in accordance with the Explanatory Memorandum provided. No rate impact is associated with these changes, affecting a total of 3,194 policyholders with an annual written premium of $5,676,851.00.",,
FAIG-134409705,Rate,02/07/2025,06/06/2025,07/06/2025,Assigned,"Please see Cover Memo, attached under Filing Memorandum, for complete details.",,04.0 Homeowners,69,[25321],2025-02-24,,,
FAIG-134410056,Rate/Rule,02/07/2025,06/06/2025,07/06/2025,Assigned,"Please see Cover Memo, attached under Filing Memorandum, for complete details.",,04.0 Homeowners,69,[34339],2025-02-24,,,
FAIG-134410555,Rate/Rule,02/07/2025,06/06/2025,07/06/2025,Assigned,"Please see Cover Memo, under Filing Memorandum, for complete details.",,04.0 Homeowners,69,"[40649, 26298]",2025-02-24,,,
FAIG-134413686,Form,02/14/2025,04/11/2025,06/15/2025,Submitted to State,Please see Filing Memo for complete details.,,04.0 Homeowners,69,"[40649, 26298, 34339]",2025-02-24,,,
LBPM-134347841,Rate,12/12/2024,04/27/2025,06/01/2025,Closed-Recorded Effective as Amended,"With this filing, LM Insurance Corporation (LM-IC), and Liberty Insurance Corporation (LIC), respectfully request to submit a
revision to our rating manual. We are requesting that this change be effective for all new business policies effective on or after
April 27, 2025, and all policies renewed on or after June 1, 2025.
Summary of Filing Materials:
1.Revise H6 Base Rates. Impacts do not vary by peril - blanket base rate changes made evenly across all territories.
a.H6: +6.5%
Rating Manual Changes:
•Revise LIC/LM-IC Dwelling Base Rates (Page R-2)
The overall premium effect of these changes is +6.5%
Thank you for your time and consideration of our filing.",,04.0 Homeowners,111,"[42404, 33600]",2025-02-24,,,
LBPM-134349046,Rate,12/12/2024,,06/01/2025,Closed-Recorded Effective as Amended,"We do not use price optimization in our rating programs. Our rating programs are designed to accurately price for loss costs
and expenses, not a customer's or class's willingness to pay.
With this filing, Liberty Mutual Fire Insurance Company (LMFIC), respectfully request to submit a revision to our rating manual.
We are requesting that this change be effective for all policies renewed on or after June 1, 2025.
Summary of Filing Materials:
1.Revise Legacy (LMFIC) H6 Base Rates
a.H6: +6.5%
Rating Manual Changes:
•Revise LMFIC Condo Base Rates (LMFIC Manual, Page R-1)
The overall premium effect of these changes is +6.5%.
Thank you for your time and consideration of our filing.",,04.0 Homeowners,111,[23035],2025-02-24,,,
LBPM-134358227,Rate,12/20/2024,,07/24/2025,Pending State Action,"With this filing effective July 24th, 2025 for renewal business, we are making revisions to our Condo program. The overall
impact of this change is 18.0%.
Changes included in this revision are as follows:
-Condo Base Rates
Enclosed you will find the required form and exhibits for those rates/factors that have changed.
We do not use price optimization in our rating programs. Our rating programs are designed to accurately price for loss costs
and expenses, not a customer’s or class’s willingness pay.
We appreciate your review of this filing and look forward to your acknowledgement. Please feel free to contact us with any
questions or concerns.
With this filing effective July 24th, 2025 for renewal business, we are making revisions to our Condo program. The overall
impact of this change is 18.0%.
Changes included in this revision are as follows:
-Condo Base Rates
Enclosed you will find the required form and exhibits for those rates/factors that have changed.
We do not use price optimization in our rating programs. Our rating programs are designed to accurately price for loss costs
and expenses, not a customer’s or class’s willingness pay.
We appreciate your review of this filing and look forward to your acknowledgement.
Please feel free to contact us with any questions or concerns.",,04.0 Homeowners,111,[24740],2025-02-24,,,
LBPM-134359707,Rate,12/20/2024,05/18/2025,07/24/2025,Pending State Action,"With this filing effective May 18th, 2025, for new business and July 24th, 2025, for renewal business, we are revising our
Condo program. The overall impact of this change is 18.0%.
Changes included in this revision are as follows:
Dwelling:
•Base rates
•Coverage A Base Rate
Enclosed you will find the required form and exhibits for those rates/factors that have changed.
We do not use price optimization in our rating programs. Our rating programs are designed to accurately price for loss costs
and expenses, not a customer’s or class’s willingness pay.
We appreciate your review of this filing and look forward to your acknowledgement. Please feel free to contact us with any
questions or concerns.",,04.0 Homeowners,111,[19690],2025-02-24,,,
TRVD-G134420493,Underwriting Guideline,02/18/2025,05/18/2025,,Submitted to State,"With this filing we are proposing changes to our New Business guidelines for our Quantum Home 2.0 product in Connecticut.
We are revising the guidelines regarding tree overhang, and monoline landlord policies, as well as adding a new referral
guideline, and a minor clerical update. Updated Referral Guidance is included with this filing.
This change applies to new business issued and effective on or after 05/18/2025.",,04.0 Homeowners,3548,[38130],2025-02-24,,,
TRVD-G134426399,Rate,02/20/2025,,07/01/2025,Submitted to State,"With this filing were are making revisions to our Quantum Homeowners Program as detailed in the accompanying filing
memorandum.
This change applies to renewal business issued on or after 04/25/2025 and effective on or after 07/01/2025.",,04.0 Homeowners,3548,"[27998, 36145]",2025-02-24,,,
HART-134400407,Rule,01/31/2025,07/01/2025,07/01/2025,Closed-APPROVED,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged and collected by the third-party payment vendor, which will not exceed 3% of the total premium amount.  The
surcharge amount will be shown at the time of the transaction and is effective for all transactions processed on or after July 01,
2025.",,04.0 Homeowners,91,"[29424, 38261, 27120, 22357, 19682]",2025-02-24,"Based on the filing information provided, the insurance company filed for the introduction of a credit card surcharge on its Home products for policyholders who choose to pay their premiums by credit card. The surcharge will be charged by a third-party payment vendor and will not exceed 3% of the total premium amount. The effective date for this change is set for transactions processed on or after July 01, 2025. The filing status is closed and approved, with the disposition date being 02/18/2025.

The objections raised concerned the transparency of the credit card surcharge determination, with requests for specific rules or tables for determining the surcharge amount. The company responded that the surcharge will be a fixed percentage (2.95%) of the payment amount for all customers paying by credit card and that the charges will not vary based on payment amount, channel, or product. The company also clarified that additional premium payment options without a surcharge will continue to be offered.

The rate impact data indicated zero percentage rate change and zero impact on the number of policyholders affected. The overall rate filing did not result in any written premium changes. The filing included various supporting documents such as the Explanatory Memo, Objection responses, and Actuarial Certification, meeting the necessary requirements for submission.",,
