SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
AZ_FARM-134267371,AZ,69,21598,[21598],01/15/2025,Objection_letter1,objection1,"The Department has reviewed the filing and has the following interrogatories/objections. As submitted filing does not comply with Arizona statutes and/or administrative code.  While grounds exist to disapprove the filing, we are providing you with an opportunity to resolve the objections or to withdraw the filing.  If neither occurs, we will disapprove or reject the filing as ambiguous, misleading or deceptive or otherwise failing to comply with Arizona law.  The objections are:      Objection 1           Comments: The company's response to the objection is Valid, However, there is still an equipment breakdown endorsement out there. The company would need to file that endorsement, which can be in this filing, advising it is withdrawn from use in AZ. Please file as a withdrawn form in this filing [PC9999]",2025-02-24
AZ_FARM-134267371,AZ,69,21598,[21598],11/15/2024,Objection_letter2,objection1,"The Department has reviewed the filing and has the following interrogatories/objections. As submitted filing does not comply with Arizona statutes and/or administrative code.  While grounds exist to disapprove the filing, we are providing you with an opportunity to resolve the objections or to withdraw the filing.  If neither occurs, we will disapprove or reject the filing as ambiguous, misleading or deceptive or otherwise failing to comply with Arizona law.  The objections are:      Objection 1           Comments: Equipment Breakdown Coverage The Department objects to the current form language. This filing will remain open until such time as this language is removed . In addition any related Rate or Rule filings will need to be revised or withdrawn. The Department asks for a prompt revision or withdrawal of the form(s) but not later than 60 days from this date. [PC0324]",2025-02-24
AZ_FARM-134267371,AZ,69,21598,[21598],11/01/2024,Objection_letter3,objection7,"Equipment Breakdown Coverage; The Department objects to including service contract coverages in an insurance policy, within the same policy document. Service contracts are regulated under different laws under Title 20 regulations and require the obligor to obtain a permit to engage in the service contract business. Additionally, a service contract requires a separate consideration from the one for an insurance contract. There must be a clear distinction between the two types of coverage and how each affects consumers rights and obligations. Pursuant to ARS 20-1095 et seq. an entity issuing service contracts needs to obtain a permit in order to do so. Issuing service contracts without the appropriate registration constitutes an unlicensed activity and is prohibited by law. Additionally, combining two disassociated coverages within the same policy without notice that the consumer is entering into two separate coverage contracts causes consumer harm and confusion and is in violation of Arizonas Unfair Practices Act. See ARS 20- 443, 461. An insurance policy coverage is distinct and separate from the ones of a service contract and each can affect a consumers rights and obligations differently. In this case, Farmers Insurance Company of Arizona and Policy Form 93-7726 and any other forms that contain similar coverages, does not comply with the statutory provisions cited above. The company does not hold a service company permit and is not authorized to sell service contracts in Arizona. Furthermore, the current form filing includes both insurance coverage and service contract coverage within the same form without any explanations or information relating to the differences between the two coverages which will cause consumer confusion. Any claims under an insurance policy are treated differently from those under a service contract and the implications for a consumer under each coverage are very distinct. Without clearly explaining the differences and providing sufficient information to a consumer to make a well-informed decision, the current form language misrepresents pertinent facts and insurance policy provisions relating to coverage. The Department objects to the current form language. This filing will remain open until such time as this language is removed.  In addition any related Rate or Rule filings will need to be revised or withdrawn. The Department welcomes scheduling a prompt SERFF Tracking #: FARM-134267371 State Tracking #: FARM-134267371 Company Tracking #: HAZ021825F State: Arizona Filing Company: Farmers Insurance Company of Arizona TOI/Sub-TOI:",2025-02-24
AZ_FARM-134267371,AZ,69,21598,[21598],11/01/2024,Objection_letter3,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Flex Home Project Name/Number: Named Peril HO3 Endorsement/IDEA1338 PDF Pipeline for SERFF Tracking Number FARM-134267371 Generated 02/17/2025 12:02 AM  meeting on this objection if the company requires further clarification on the Department's position. We look forward to discussing this further. [PC0321],2025-02-24
AZ_GMMX-134417367,AZ,8,10072,[10072],No objections,No objections,No objections,No objections,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter1,objection1,"Please identify the filing where this Loss History information already exists. This is information is crucial so that the department can make the decision on whether the changes are for ""clarification"" purposed and/or a ""change in process."" In reference to page. 11 - Course of Construction Endorsement",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter1,objection2,When you reference that an individual underwriter will evaluate risks to ensure it is within your guidelines. Please clarify whether the guidelines you are referencing exist within the construction endorsement eligibility criteria or is it found in another section/endorsement.,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter1,objection3,"If so, please add to the underwriting guidelines that the underwriter will use existing published underwriting guidelines.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter2,objection2,"Page 4. You are added the following details: Risk does not exceed maximum of four families for both owner-occupied and rental properties, and Maximum of four dwellings that are tenant occupied. -What is the reason for the limiting change being introduced by Risk does not exceed maximum of four families for both owner- occupied and rental properties? -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change? -What is the reason for the limiting change being introduced by Maximum of four dwellings that are tenant occupied. -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter2,objection3,"Page 5. Under primary Dwelling you added B or 1Y  8Y for protection class 1, or 1X  8X for protection class 9. Under Secondary/Seasonal/Non-Seasonal Dwellings/Dwelling Fire you added B or 1Y  8Y next to Protection Class 1-8, and or 1X  8X next to Protection class 9, explain the following: -Please explain what the additions mean. -Explain the reason for the addition. -Was this information included in any other document prior to this addition? -Is there a description or definition that explains the meaning of the information added?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter2,objection4,"Page 7. Includes proposed addition of a loss History details, please provide the following: -What is the reason for the page addition? -Was this information included in any other document prior to this addition?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter2,objection5,"Page. 9. -Please explain the reasons Wharves, and Jetties are being proposed as ineligible exposures? -Why are dwellings located in Main, San Francisco, or San Mateo counties no longer eligible? SERFF Tracking #: ALSE-134306035 State Tracking #: 24-2199 Company Tracking #: ER52305 State: California Filing Company: Encompass Insurance Company TOI/Sub-TOI:",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter2,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: EIC Home, Condo, Renters, Dwelling Fire Project Name/Number: Underwriting Guidelines/RITM06249095 PDF Pipeline for SERFF Tracking Number ALSE-134306035 Generated 02/19/2025 07:39 AM  -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/23/2025,Objection_letter3,objection2,Please confirm whether you are pausing non-renewals for all 885 policies? Or are you only pausing non-renewals for policies specifically included in the moratorium?,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter4,objection2,"Based on your book of business, what is the premium amount for the 885 policies that will be non-renewed?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter4,objection3,"Have you started to non-renew policyholders? If so, how many?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter4,objection4,When do you plan to start with the non-renewals?,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter4,objection5,"In light of Commissioner Laras 1-year moratorium to protect Southern California homeowners, will certain non-renewals be deferred or reconsidered?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter5,objection2,"Is there an accompanying already approved rate filing associated with the proposed wildfire score change? If so, please provide the relevant filing details for reference.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter5,objection3,Please confirm whether the mentioned 7.5% of non-renewals is due to the proposed changes to your wildfire score.,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter5,objection4,"Please clarify what the 7.5% represents in numerical terms with respect to your book of business? For example, how many policies does the 7.5% correspond to?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter5,objection5,"Given that some policyholders will be renewed under the new scoring model, please clarify how these renewed policy holders will be rated under the proposed changes? Additionally, please provide the associated rate filing that reflects this information.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/19/2024,Objection_letter6,objection1,"As noted in previous filings, all Proposition 103 filings - including form and rule filings, must undergo review for rate impact, irrespective of whether they are rate filings. Please re-submit the Deemer waiver language exactly as we requested, without the addition of notes or clauses as you did 12-18-2024. Please note that if the Deemer waiver is not submitted as requested, the filing may be subject to a notice of hearing. We ask that Encompass Insurance Company submits a SERFF note with the wording below to waive the Deemer provisions without additions or modifications: Regarding the above-referenced rate application, Encompass Insurance Company (""applicant"") hereby waives all Deemer provisions etc. If the applicant wishes to reactivate the Deemer provisions, the applicant will submit a request to reactivate in writing to CDI via SERFF. The Deemer provisions will reactivate five days after the Department receives the written request to reactivate. After reactivation, the parties will have 15 days before the 60-day Deemer runs and 125 days before the 180-day Deemer runs.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/18/2024,Objection_letter7,objection1,"Our records indicate that the deemer date for this filing is January 07, 2025. In order for us to complete our review, we request a waiver of the deemer. We ask that Encompass Insurance Company submits a SERFF note with the wording below to waive the deemer provisions: Regarding the above-referenced rate application, Encompass Insurance Company (""applicant"") hereby waives all deemer provisions etc. If the applicant wishes to reactivate the deemer provisions, the applicant will submit a request to reactivate in writing to CDI via SERFF. The deemer provisions will reactivate five days after the Department receives the written request to reactivate. After reactivation, the parties will have 15 days before the 60-day Deemer runs and 125 days before the 180-day Deemer runs.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter8,objection1,Objection 1           - New Prior Approval Rate Application (Supporting Document)           Comments: 1. Please provide the Homeowners or Residential Property Questionnaire. All homeowners or residential property lines of business must include a completed Homeowners or Residential Property questionnaire. For further information please see page 6 of the Prior Approval Rate Filing Instructions.,2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter9,objection1,"Objection 1           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments:  Regarding the Wildfire Risk Score change from 50 to 20, answer the following questions: 1.What is the impact/consequences from changing it from what it is now (50) to what being proposed (20)? 2.Please explain whether the proposed change in the Wildfire Risk Score is positive or negative for the policyholders. 3.Will policyholders be non-renewed based on this new proposed Wildfire Risk Score? 4.What prompted the change in Wildfire Risk Score?",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter9,objection2,"Objection 2           - New Prior Approval Rate Application (Supporting Document)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Given the numerous changes being proposed, please provide a detailed explanation of how these proposed changes will not result in any rate impact, as stated in your memorandum. It is important to understand how the proposed changes align with maintaining rate neutrality, particularly given the potential implications these changes could have on your underwriting/eligibility process.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter10,objection1,"Objection 1           - Underwriting Guidelines, null (Rate)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Please explain why the previous version of the underwriting guidelines (CA HO EIC ER52305 Home Underwriting Guidelines) differ from CA EIC Property UW Guideline (clean/final)? They differ in format and in information contained within the two documents.",2025-02-24
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter10,objection2,"Objection 2           - Attachment A  (Supporting Document)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Attachment A (Exhibit 18) page 3- includes changes regarding wildfire risk score. However, the clean/final CA EIC Property UW guidelines found under the rate/rule tab are different than that of Exhibit 18. Additionally, the proposed tracked changes for CA EIC Property UW guidelines includes many proposed changes that are additional to the wildfire risk score. 1A. Explain whether you are proposing the changes found within CA EIC Property UW guidelines which include the maximum binding authority from $1,500,000 to $1,750,000, addition of Loss History found on page 8, removal of wood burning stove requirements on page 12, among other changes. 2. If your changes indeed include changes found under the redlined CA EIC Property UW guidelines, complete/provide the following: 2A. Add summary of proposed changes in the memorandum and or/exhibit 18. Additionally, explain the reason for the changes being proposed. Lastly, include the current CA EIC Property UW guidelines in place.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection1,Please upload an actuarial memo to this filing. Some answers to the questions above can be explained in the actuarial memo.,2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection2,"Loss experience data for this coverage is at least 25% credible with three years of data. Per CCR 2642.6, if the data in the recorded period is 25% credible with 3 years of data and not 100% credible with 2 years of data, provide 3 years of data in the Rate Template.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection3,"The comparison of Calendar Year Earned Premium not matching between Application Page 5 and Exhibit 5 was discussed in filing #24-362. For years 20214, 20224, and 2023, please: a. Submit an exhibit showing how summarized data from the company's general ledger for the policy forms within the Homeowners business line reconciles with the NAIC annual statement. b. Provide and exhibit to show how earned premiums from the company's analytics databases reconcile with the NAIC annual statement.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection4,"The Paid Claim Counts + Closed With No Payment Claim Counts development triangle is equal to the Reported Claim Counts development triangle for this coverage/form/program in the Standard Exhibits Template. Paid Claims + Claims Closed With No Payment should theoretically include only open paid claims, closed paid claims, and claims closed without payment; Reported Claims, however, include the aforementioned claim types as well as open unpaid claims. Therefore, I expect Paid Claim Counts + Closed With No Payment Claim Counts to *not* be a 100% match with Reported Claim Counts. Please correct your data or provide an explanation.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection5,Check of On-Level/CRL Factors Calculation does not match between Exhibit 5 and what I calculated using the geometric (i.e. parallelogram/squares) method for quarter 20242.,2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection6,"Annual Closed Claim Counts (including CNP) does not match between Exhibit 7 (Converted) and Exhibit 8 for the following years: 20202, 20222, 20242.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection7,"Complement Exposures does not match between Exhibit 8 and our records for the following quarters: 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233, 20234, 20241, 20242.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection8,"Complement Paid Losses does not match between Exhibit 8 and our records for the following quarters: 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233, 20234, 20241, 20242. SERFF Tracking #: AMSI-134390951 State Tracking #: 25-163 Company Tracking #: CA 2025-12 HOU (HO6) FAST TRACK State: California Filing Company: ASI Select Insurance Corp TOI/Sub-TOI:",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection04,0 Homeowners/04.0001 Condominium Homeowners Product Name: Condominium Unitowners Project Name/Number: v.CA.DP3.HO3.6.2025.Q4/ PDF Pipeline for SERFF Tracking Number AMSI-134390951 Generated 02/19/2025 07:40 AM,2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection9,"Complement Closed Claims does not match between Exhibit 8 and our records for the following quarters: 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233, 20234, 20241, 20242.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/13/2025,Objection_letter1,objection10,"Complement Reported Claims does not match between Exhibit 8 and our records for the following quarters: 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233, 20234, 20241, 20242. MISSING FILING ITEM",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],02/04/2025,Objection_letter2,objection1,"Thank you for your application. However, to meet basic compliance for this filing, please respond to the objection(s) below: On page 2 (Summary) if you rate template, please address these 2 errors in red (out of range)",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],01/30/2025,Objection_letter3,objection1,"your Complete Current, Marked-up and Proposed Underwriting Guidelines are missing",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],01/30/2025,Objection_letter3,objection2,"you have combined exhibit 1 and 2. they are 2 different exhibits. Exhibit 1 would include all types of filings for last 3 years (history), where exhibit 2 would have only filings that affect rate (Rate level) for last 8 years. I belive your exhibit is the exhibit 2. We need exhibit 1 with ALL tyes of filings for this program (forms, rules, rates, etc). Please submit exh. 1.",2025-02-24
CA_AMSI-134390951,CA,155,14042,[14042],01/30/2025,Objection_letter3,objection3,Submit 3 rating samples in Excel format. The Excel document should be unprotected with formulas intact.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/09/2024,Objection_letter1,objection1,"As per page 12 of the Prior Approval Rate Filing Instructions, please provide the rating algorithm in Excel and PDF format.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/09/2024,Objection_letter1,objection2,"Regarding exhibit 9: a.Revise the exhibit as the Non-CAT losses should be developed to ultimate. b.Revise your exhibit to use a simple average to calculate Ratio CAT/Non-CAT. c.Explain whether your CAT losses include any bulk or IBNR reserves. If so, revise exhibit 9 to split these out in separate column as requested by the filing instructions.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/09/2024,Objection_letter1,objection3,"Regarding exhibit 14: a.Explain whether your endorsements are fixed or variable. This should also be illustrated in the rating algorithm provided as part of the response to this set of objections. If applicable, please revise exhibit 14 to include the variable endorsement within the current premium and split out the fixed endorsements. b.As requested in the prior objection, revise this exhibit to split out the minimum premium from peril 1 in order to illustrate how the overall rate is distributed. c.Provide the proposed premium by peril in this exhibit.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/09/2024,Objection_letter1,objection4,"Regarding exhibit 15: a.Explain how the premium is calculated by peril. This should also be illustrated in the rating algorithm provided as part of the response to this set of objections. b.Explain how the non-CAT losses are allocated by peril. For the non-CAT wildfire losses, please include a definition of the types of claims that would be included as non-CAT vs CAT wildfire losses.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/09/2024,Objection_letter1,objection5,"Was a model used to develop your by-peril rating in April 2012? If so, please revise your Rate Application to indicate this and provide an updated model checklist.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/02/2024,Objection_letter2,objection1,"Regarding exhibit 14: a.Provide the premium by peril, split by the fixed (e.g. fixed endorsements and minimum premiums) and variable premium to illustrate the appropriateness of the base rate change relative to the overall proposed premium. b.The second table entitled “Impacts of Rating Rules and/or Rating Variable Changes” is misleading if this is truly a base rate-only filing. Please revise this table to include a more accurate description of what this table represents. c.For the buildings form, what is the reason for changing the base rates by peril?",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/02/2024,Objection_letter2,objection2,Your Rate Application indicates that you use 0 models for this filing on page 1.General. Based on our understanding a model was used for your by-peril rating and you have used a model in exhibit 9 for FFEQ. As per the Prior Approval Rate Filing Instructions you must complete Application Page 12 for any model used in the development of the filed program along with a model checklist for each model. Please also explain when each of the models were last updated.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",10/02/2024,Objection_letter2,objection3,Provide the current and proposed rating algorithm for the top risks receiving the largest rate change.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/25/2024,Objection_letter3,objection1,"The data in Exhibit 18 use countrywide billing fees, but the analysis should be based solely on California expenses.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/25/2024,Objection_letter3,objection2,How was the “Lost cashflow” due to installments or late payments calculated?,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/25/2024,Objection_letter3,objection3,"What is included in ""bad debt""? If it refers to non-payment, it is not the same as a late fee.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/25/2024,Objection_letter3,objection4,The total of the proposed Non-Sufficient Funds fee ($15) and the proposed late fee ($25) exceeds the indicated average late or NSF fee per invoice in the exhibit ($29.08). This needs to be corrected.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/15/2024,Objection_letter4,objection1,"Exhibit 18 of the supporting exhibit shows the calculations of the proposed installment fees and late fees. Please provide more details on the data source, and elaborate on the methodology, calculations, and how expenses are split between service and late fees.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/15/2024,Objection_letter5,objection1,Please confirm that FirLine is the only wildfire model used in the underwriting eligibility  restriction and rating?,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/15/2024,Objection_letter5,objection2,Please define SHIA. Also confirm whether these are outputs of the FireLine model.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/15/2024,Objection_letter5,objection3,"Explain which FireLine scores, SHIA indicators, and elevation levels are considered acceptable and non-acceptable.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/15/2024,Objection_letter5,objection4,"What impact will the company's decision to stop offering new homeowner policies in California, starting on February 1, 2024, have on the prospective rate? For each form,  please provide the percentage of policies that new business accounted for as of September 2023 and June 2024, along with the loss ratio for new business and renewals.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",07/07/2024,Objection_letter6,objection1,"Since the filings 24-1131 et al have been approved, please remove the word ""pending"" from Exhibit 1 in both ""6. HIG Home Supporting Exhibits 2023Q3 v2.xlsx"" and ""6. HIG Home Supporting Exhibits 2023Q3 v2.pdf.""",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection1,"Explain the derivation of the overall rate impacts indicated in the ""Rate/Rule Schedule"" tab. Include an Excel worksheet to illustrate the calculations. a. P&C Insurance Company of Hartford: 19.3% b. Trumbull Insurance Company: 21.3% c. Sentinel Insurance Company: 18.5% d. Twin City Fire Insurance Company: 18.3%",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection2,"What are the primary distinctions among these four companies? Which companies are for AARP members, and which ones write the general public?",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection3,"Are these four companies using the same base rates and rating factors? If so, why the % change for each company are different in Exhibit 1 Filing History of the supporting exhibits?",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection4,"Provide an Excel worksheet with formulas in every cell for Exhibit 15 of the supporting exhibit. Additionally, explain how each column was derived.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection5,Define EPAPR in Exhibit 15.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection6,"In Exhibit 15, provide the underlying data for the ""Trended EPAPR"" and ""Trended Ultimate X-Cat LossDCCE"" columns. What specific trends are applied to these two columns?",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter7,objection7,"In Exhibit 15, explain how the ""Indicated Rate Change (at Max)"" and ""Selected Rate Change"" columns are derived. Additionally, clarify why the grand total changes for these columns do not match the company's overall indicated and selected changes.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter8,objection1,"Are there any specific limitations related to wildfire, such as a separate wildfire limit or deductible, or any distinct limitations for smoke damage claims that differ from those for the underlying fire peril?",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter8,objection2,"Confirm if there are any underwriting restrictions based on brush fire, whether those restrictions are on both new business and renewals, the basis of those restrictions (wildfire model, company data/loss experience).",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter8,objection3,Any wildfire underwriting restrictions?,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter8,objection4,Any model used in underwriting to limit writings?,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/23/2024,Objection_letter8,objection5,Confirm if the companies participate in FAIR Plan Clearinghouse.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/14/2024,Objection_letter9,objection1,Confirm the CAT calculations in Exhibit 9 are net of actual and expected subrogation recoveries available for the coverage.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/14/2024,Objection_letter9,objection2,"Provide details of CAT and non-CAT actual subrogation recoveries and expected subrogation recoveries, shown separately for each accident year.",2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/14/2024,Objection_letter9,objection3,Clarify the definition of catastrophic losses.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/14/2024,Objection_letter9,objection4,Identify the name of any major event or events contributing to the year’s catastrophic losses and the peril or perils associated with those losses.,2025-02-24
CA_HART-133954912,CA,91,34690,"[34690, 11000, 27120, 29459]",05/14/2024,Objection_letter9,objection5,"Provide the total outstanding catastrophe reserves, including any bulk or IBNR reserves for each major event outlined in point #4.",2025-02-24
