SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
SFMA-134246231,Rate/Rule,10/04/2024,01/15/2025,03/15/2025,Closed-Approved,"We are filing revised rates to our independent Maine Homeowners Program, which results in a rate level change of 5.3% for
that program in the State Farm Fire and Casualty Company.  The details of and support for the change are outlined in the
attached Filing Memorandum and supporting exhibits.
The rate level changes contained in this filing specifically consider the expected effect that any prior changes in policy
language will have on our future underwriting experience.   The changes detailed in this filing reflect our best efforts to
recognize our actuarially suggested income needs and have premiums that are as competitive as possible.
We do not rely solely on rate activity to achieve our objective of continued financial solidity.  We also concentrate on continued
improvements in the way we service the business we write.  These improvements range from internal expense controls to
ongoing enhancements in the loss settlement process.  We also invest and participate in many loss prevention and control
activities.  Attached is an exhibit that outlines some of these activities.
We submit this filing to be effective January 15, 2025 for new business and March 15, 2025 for renewals.
Sincerely,
Jeff Clinch,   F.C.A.S, CPCU, MAAA
309-766-9940
jeff.clinch.gfdl@statefarm.com
Stan Gozur,   CPCU
309-763-8151
stan.gozur.m8p1@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-10,,,
TRVD-134175714,Rate,07/15/2024,02/21/2025,04/12/2025,Closed-Approved,With this filing we are amending our Quantum Homeowners 2.0 program as described in the accompanying documentation.,,04.0 Homeowners,3548,[19224],2025-02-10,,,
SFMA-134394212,Rate/Rule,02/07/2025,04/01/2025,06/01/2025,Closed-File & Use With Review,"This is a companion rate filing to the MH-47647 filing approved on November 5, 2024 (SFMA-134285421).  We are filing
revised rates to our independent New Mexico Manufactured Homes Program, which results in a rate level change of 0.0% for
that program in the State Farm Fire and Casualty Company.  The details of and support for the change are outlined in the
attached Filing Memorandum and supporting exhibits.
The rate level changes contained in this filing specifically consider the expected effect that any prior changes in policy
language will have on our future underwriting experience.
We submit this filing to be effective April 1, 2025 for new business and June 1, 2025 for renewals.
Sincerely,
Erin G Winters,   F.C.A.S, CPCU, MAAA, CLU
309-735-1553
erin.g.winters.sfms@statefarm.com
Taylor Peltier,   F.C.A.S, CPCU, MAAA
309-735-0482
taylor.peltier.fhnr@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-10,,,
TRVD-134134854,Rate,06/07/2024,,09/14/2024,Closed-Acknowledged,"With this filing we are amending our Personal Homeowners program as detailed in the accompanying documentation.
The Dwelling rate impact is +5.0%.
This change applies to renewal business issued on or after 07/26/2024 and effective on or after 09/14/2024.
We are requesting the following documents be held confidential for this filing. They have been marked as confidential under
the Supporting Documentation tab. We are requesting these documents be held as confidential as they contain trade secrets
or confidential and proprietary information. Disclosure of this information would cause substantial injury to Travelers
competitive position.
- Cat Bond - 2022 - Long Point Re IV 2022-1 - Final Reinsurance Agreement.pdf
- Corporate CAT XOL effective 1_1_2023_1of3.pdf
- Corporate CAT XOL effective 1_1_2023_2of3.pdf
- Corporate CAT XOL effective 1_1_2023_3of3.pdf
- Northeast CAT XOL effective 7_1_2023_1of3.pdf
- Northeast CAT XOL effective 7_1_2023_2of3.pdf
- Northeast CAT XOL effective 7_1_2023_3of3.pdf
- PI Hurricane Treaty effective 7_1_2023_1of2.pdf
- PI Hurricane Treaty effective 7_1_2023_2of2.pdf
- P&C - SUPP-2 Exhibit Extension_NY EH 07.2024.pdf
- P&C - SUPP-2 Exhibit_NY EH 07.2024.pdf",,04.0 Homeowners,3548,"[27998, 36137]",2025-02-10,,,
TRVD-G134200859,Rate,08/05/2024,11/08/2024,12/28/2024,Closed-Acknowledged,"This filing is being submitted with revisions to the New York Quantum Homeowners 2.0 Program. With this filing we are
updating factors for Construction Type & Protection Class, Number of Families, Age of Home, Year Built & Construction Type,
Coverage C Limit, Multi-Policy Discount, Insurance Score, and Age of Insured. This update will provide for more accurate
segmentation through adjustments to factors based on more recent experience. These factors are being offset with Base
Rates. Lastly, we are further adjusting Base Rates by peril for Dwelling to achieve our rate level.
The Dwelling rate impact of this filing is +8.0%, and the overall impact is +5.0%.
This change applies to new business issued and effective on or after 11/08/2024, and to renewal business issued on or after
11/08/2024 and effective on or after 12/28/2024.",,04.0 Homeowners,3548,[38130],2025-02-10,,,
TRVD-G134285102,Rate/Rule,10/16/2024,,03/03/2025,Closed-Acknowledged,"With this filing we are amending our Personal Homeowners program as detailed in the accompanying Explanatory
Memorandum.",,04.0 Homeowners,3548,"[28188, 19062, 25615, 41483, 19038, 25666, 36161, 19070]",2025-02-10,,,
ALSE-134216247,Rate,08/16/2024,10/28/2024,12/12/2024,Closed-Approved,"This filing proposes a 10.8% rate level change to the Allstate Indemnity Company Homeowners - Renters program in the state
of South Carolina.
The overall rate level change has been achieved through revision of the Rate Adjustment Factors. Further information
regarding these changes can be found in the enclosed attachments.",,04.0 Homeowners,8,[19240],2025-02-10,,,
ALSE-134216877,Rate/Rule,08/16/2024,10/28/2024,12/12/2024,Closed-Approved,"With this filing, we are proposing an overall 19% rate level change to the Allstate Indemnity Company Homeowners -
Condominium program in the state of South Carolina.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor and Coverage A amounts.
Further information regarding these changes can be found in the enclosed attachments.
Please note the assumed effective date of the indication is December 5, 2024.",,04.0 Homeowners,8,[19240],2025-02-10,,,
AMSI-134200073,Rate/Rule,01/28/2025,04/30/2025,06/30/2025,Closed-Approved,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the file & use provision, a revision to
our HOH (HO3) program.  The effective dates are April 30, 2025, for new business and June 30, 2025, for renewal business.
Please refer to Explanatory Memorandum and attached exhibits for further details.
If you have any questions or comments, please do not hesitate to contact me at Jennifer_Nogueira@Progressive.com
Sincerely,
Jennifer Nogueira
Product Manager, State of South Dakota",,04.0 Homeowners,155,[10872],2025-02-10,,,
SFMA-134399451,Rate/Rule,02/04/2025,03/15/2025,05/15/2025,Closed-Approved,"We are filing revised rates to our independent South Dakota Homeowners Program, which results in a rate level change of
6.8% for that program in the State Farm Fire and Casualty Company.  The details of and support for the change are outlined in
the attached Filing Memorandum and supporting exhibits.
The rate level changes contained in this filing specifically consider the expected effect that any prior changes in policy
language will have on our future underwriting experience.   The changes detailed in this filing reflect our best efforts to
recognize our actuarially suggested income needs and have premiums that are as competitive as possible.
We do not rely solely on rate activity to achieve our objective of continued financial solidity.  We also concentrate on continued
improvements in the way we service the business we write.  These improvements range from internal expense controls to
ongoing enhancements in the loss settlement process.  We also invest and participate in many loss prevention and control
activities.  Attached is an exhibit that outlines some of these activities.
We submit this filing to be effective March 15, 2025 for new business and May 15, 2025 for renewals.
Sincerely,
Adam Swope,   F.C.A.S, CPCU, MAAA
309-766-2471
adam.swope.hdbi@statefarm.com
Nicole Pettis,   F.C.A.S, MAAA
309-766-2265
nicole.pettis.m3ht@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-10,,,
GMMX-134298146,Rate,10/28/2024,03/03/2025,05/06/2025,Closed-Approved,"Encompass Insurance Company (EIC) is filing a revision to our recently implemented Custom 360 Homeowners program.
The rate filing proposes revisions to the following:
• Base Premiums
• Fixed Expense Premiums
Please refer to the enclosed filing for more information.",,04.0 Homeowners,8,[10358],2025-02-10,"This rate filing by Encompass Insurance Company in Tennessee for their TN_EIC_Custom 360_OTA_HO_Condo_Rate product proposes an overall rate impact of 9.9%. The filing requests a new business effective date of 03/03/2025 and a renewal business effective date of 05/06/2025. The key changes in the rate filing include revisions to base premiums and fixed expense premiums for their Homeowners program.

The company's rate level change is based on an assessment of prevailing market rates, with a focus on adjusting base rates and fixed expense premiums to achieve the desired overall rate impact. The filing includes detailed calculations and support for the proposed changes. The company aims to respond to a perceived deterioration in experience by seeking this rate increase.

The filing references recent competitor filings in Tennessee for support and justification of the proposed rate changes. National General has raised objections related to certain aspects of the filing, to which Encompass Insurance Company has responded with clarifications and explanations.

Overall, the filing provides a comprehensive overview of the proposed rate changes, supporting data, competitor comparisons, and a rationale for the adjustments made. It aims to ensure that the rates are not excessive, inadequate, or unfairly discriminatory while meeting regulatory requirements and responding to market trends.",,
SFMA-134384912,Rate/Rule,01/21/2025,03/15/2025,05/01/2025,Closed-FILED FOR USE,"We are filing revised rates to our independent Utah Homeowners Program, which results in a rate level change of 7.9% for that
program in the State Farm Fire and Casualty Company.  The details of and support for the change are outlined in the attached
Filing Memorandum and supporting exhibits.
The rate level changes contained in this filing specifically consider the expected effect that any prior changes in policy
language will have on our future underwriting experience.   The changes detailed in this filing reflect our best efforts to
recognize our actuarially suggested income needs and have premiums that are as competitive as possible.
We do not rely solely on rate activity to achieve our objective of continued financial solidity.  We also concentrate on continued
improvements in the way we service the business we write.  These improvements range from internal expense controls to
ongoing enhancements in the loss settlement process.  We also invest and participate in many loss prevention and control
activities.  Attached is an exhibit that outlines some of these activities.
BY SUBMITTING THIS FILING I CERTIFY THAT THE ATTACHED FILING HAS BEEN COMPLETED IN ACCORDANCE
WITH UTAH ADMINISTRATIVE RULE R590-225 AND IS IN COMPLIANCE WITH APPLICABLE UTAH LAWS AND RULES.
We submit this filing to be effective March 15, 2025 for new business and May 1, 2025 for renewals.
Sincerely,
Adam Swope,   F.C.A.S, CPCU, MAAA
309-766-2471
adam.swope.hdbi@statefarm.com
TJ Harrington,   F.C.A.S, CPCU, MAAA, FLMI
309-766-5250
tj.harrington.pc35@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-10,,,
LBPM-134395049,Rate/Rule,01/29/2025,02/28/2025,05/06/2025,Closed-Filed,"In accordance with Wisconsin's filing provision, Safeco Insurance Company of Illinois respectfully requests to revise our
Homeowners and Condominium Programs.
This revision impacts new business effective on or after February 28, 2025 and renewal business on or after May 6, 2025. The
homeowners rate impact is 5.0% and our condo rate impact is 18.0%.
Updated Factors:
-Home: Base Rates
-Home: Multi-Policy Discount
-Home: Increased Limit Factors
-Condo: Base Rates
-Condo: Coverage A Base
-Condo: Loss Assessment
Thank you for reviewing our filing. We look forward to your acknowledgement. If we can answer any questions or provide
additional information, please feel free to contact us.",,04.0 Homeowners,111,[39012],2025-02-10,"Based on the rate filing by Safeco Insurance Company of Illinois with the Wisconsin Department of Insurance, the company is requesting revisions to its Homeowners and Condominium Programs. The proposed changes will impact new business effective on or after February 28, 2025, and renewal business on or after May 6, 2025. The filing includes rate increases of 5.0% for homeowners and 18.0% for condominiums.

The key areas of updates include:
- Homeowners: Base Rates, Multi-Policy Discount, Increased Limit Factors
- Condominiums: Base Rates, Coverage A Base, Loss Assessment

The filing indicates an overall indicated change of 18.7% for the company, with a 5.2% rate impact. This change affects approximately 17,000 policyholders, with a written premium change of $1,757,760 for the program, totaling $34,057,940.

The filing was submitted on 01/29/2025, and the effective date requested for the new changes is 02/28/2025, with a renewal effective date of 05/06/2025. The filing was successfully closed and is now in a filed disposition status.

Overall, the rate filing demonstrates Safeco's proactive approach to adjusting its insurance programs in Wisconsin to align with market conditions and enhance its risk assessment and pricing strategies.",,
GMMX-134399061,Rate/Rule,01/31/2025,04/14/2025,05/19/2025,Closed-Approved,"With this filing, Encompass Insurance Company proposes an overall rate change of 9.5% for its Homeowners lines of business
in the state of West Virginia.
Please refer to the enclosed filing for more information.",,04.0 Homeowners,8,[10358],2025-02-10,,,
LBPM-134392132,Rate,01/27/2025,05/01/2025,06/12/2025,Closed-Approved,"Safeco Insurance Company of America: NAIC 0111-24740
TOI: 04.0 Homeowners
Sub-TOI: 04.0000 Homeowners Sub-TOI Combinations
Rate Filing – Base Rates
In accordance with West Virginia’s filing provision, we are proposing to update our base rates for Home, Renter and Condo.
The overall rate impact of this filing is 5.1%. The effective date of these changes is June 12, 2025 for renewal business and
May 1 for new business for Renters.
We appreciate your review of this filing. If you have any questions, please don’t hesitate to contact us directly.",,04.0 Homeowners,111,[24740],2025-02-10,,,
LBPM-134392135,Rate,01/27/2025,05/01/2025,06/12/2025,Closed-Approved,"American Economy Insurance Company: NAIC 0111-19690
TOI: 04.0 Homeowners
Sub-TOI: 04.0000 Homeowners Sub-TOI Combinations
Rate Filing – Base Rates and MPD
In accordance with West Virginia's filing provision, American Economy Insurance Company would like to make revisions in the
state of West Virginia. This revision affects Home and Condo policies with new business as of 05/01/2025 and renewal
business as of 06/12/2025.
With this filing, we are updating the base rates and multi policy discount. The overall impact of this change is +5.0%.
As always, if you have any questions or concerns, please feel free to contact us. Thank you for your consideration.",,04.0 Homeowners,111,[19690],2025-02-10,,,
