SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection2,"Objection 2           Comments: Provide the name, credentials, and experience of each member of the current modeling team. [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection3,Objection 3           Comments: Provide how you reviewed the model for compliance with ASOP 56 (Modeling). [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection4,"Objection 4           Comments: Provide an explanation of the following apparent discrepancy and clearly state the time frame of the modeling data set (2000-2005 or 2006-2012): - In answer to the Predictive Modeling Checklist: 1) Model Development. f. Provide a description of the training, testing, and validation data used, the company states, The original Travelers Insurance Score was built using a combined split of 60% auto and 40% home data. This data set time frame contained policy years from 2000-2005 [emphasis added]  - In response to the question in the Predictive Modeling Checklist: 2) DATA - Provide the scope of the data: years, number of records/claims, companies, geographies (zip code, census block), nationwide or Arizona specific data. If nationwide data was used, provide the percentage distribution of each state used in the dataset, the company states, Countrywide data for calendar years 2006- 2012 [emphasis added] was used in this analysis. This analysis was based on Travelers internal data as well as property characteristic data from external sources. Internal data was extracted from the Travelers Data Warehouse. [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection5,"Objection 5           Comments: Explain why data more than 12 years (if 2006-2012) or 19 years (if 2000-2005) was used. [PC9999] SERFF Tracking #: TRVD-134038097 State Tracking #: TRVD-134038097 -GLM Company Tracking #: 2024-03-0073 State: Arizona First Filing Company: The Travelers Home and Marine Insurance Company , ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: TIS 1.0 Project Name/Number: 63849/2024-03-0073 PDF Pipeline for SERFF Tracking Number TRVD-134038097 Generated 03/02/2025 11:57 PM",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection6,Objection 6           Comments: Provide lift charts on more recent data. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection7,Objection 7           Comments: Provide why Claim Count is the response variable in the data dictionary given that The goal of the model is to predict the loss cost (pure premium) and Pure_Premium is Target or Response Variable [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection8,Objection 8           Comments: Provide support for their claim that not removing extreme losses [does not] negatively impact model stability. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection9,Objection 9           Comments: Please advise how long the company intends to maintain the data set for? ( IE for a minimum of 7 years) [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection10,Objection 10           Comments: Provide summary metrics for the training and test datasets by year and by line of business with the following information: - Year - Line of business - Losses - Exposures [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection11,Objection 11           Comments: Comment on how the company tested the model to be appropriate for use in the state of Arizona.  [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection12,Objection 12           Comments: Provide a lift chart on state specific data to demonstrate that the countrywide model fits the state well. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection13,"Objection 13           Comments: Identify any input variables which were transformed. Identify the variables, describe the transformation, and provide an example of the original unadjusted value and the transformed values. [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection14,Objection 14           Comments: Identify all instances where categorical values were grouped together in the model and describe the reason why they were grouped. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection15,Objection 15           Comments: Identify all instances where numeric values were binned into ranges and describe how the cut points of the ranges were determined. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection16,Objection 16           Comments: Provide the value of the parameter p in Tweedie distribution. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection17,Objection 17           Comments: Define nuisance variables. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection18,"Objection 18           Comments: Explain fully the offset variable mean_offset, which is described as Auto policy class plan mean offset. [PC9999] SERFF Tracking #: TRVD-134038097 State Tracking #: TRVD-134038097 -GLM Company Tracking #: 2024-03-0073 State: Arizona First Filing Company: The Travelers Home and Marine Insurance Company , ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: TIS 1.0 Project Name/Number: 63849/2024-03-0073 PDF Pipeline for SERFF Tracking Number TRVD-134038097 Generated 03/02/2025 11:57 PM",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection19,Objection 19           Comments: Provide how the ranges of scores are determined. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection20,Objection 20           Comments: Identify the instances where there are deviations from indicated and provide tables showing indicated and selected factors side-by-side. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection21,Objection 21           Comments: Provide Actual vs. Expected plots for each predictor variable structured as follows: - Level of the variable - Numerator of the target variable (Losses) - Denominator of the target variable (Exposures) - Predicted target variable (Predicted numerator metric divided by actual denominator metric) - Actual target variable (Actual numerator metric divided by actual denominator metric) - Average Score [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection22,Objection 22           Comments: Provide a summary table of model output for each model with the following columns: - Variable Name - Variable Level (with the base level highlighted) - Beta coefficient - P-value - Lower Bound of 95% Confidence Interval - Upper Bound of 95% Confidence Interval [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection23,"Objection 23           Comments: Provide commentary on why each variable with a p-value > .05 was kept in the model, if applicable. [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection24,Objection 24           Comments: Provide null deviance and residual deviance metrics. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection25,"Objection 25           Comments: Provide FF nested model tests comparing the full model to subset models excluding one variable at a time to demonstrate the significance of each term. F-nested model tests include the F-statistic based on the removal of one variable and corresponding F-test critical values, which come from the F table. The numerator degrees of freedom should be equal to the number of added parameters in the larger model and the denominator degrees of freedom should be equal to the number of records in the dataset minus the number of parameters in the larger model. FF nested model tests are described in section 6.2.1 of Generalized Linear Models for Insurance Rating.  (https://www.casact.org/sites/default/files/2021-03/8_GLM.pdf).  [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection26,Objection 26           Comments: Provide a table showing AIC after the introduction of each additional predictor variable. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection27,Objection 27           Comments: Provide a correlation matrix. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection28,"Objection 28 SERFF Tracking #: TRVD-134038097 State Tracking #: TRVD-134038097 -GLM Company Tracking #: 2024-03-0073 State: Arizona First Filing Company: The Travelers Home and Marine Insurance Company , ... TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: TIS 1.0 Project Name/Number: 63849/2024-03-0073 PDF Pipeline for SERFF Tracking Number TRVD-134038097 Generated 03/02/2025 11:57 PM            Comments: Provide whether the tables of actual vs. predicted are based on auto data or both home and auto data. [PC9999]",2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection29,Objection 29           Comments: Provide a Lorenz curve as described in section 7.2.4 of Generalized Linear Models for Insurance Rating. (https://www.casact.org/sites/default/files/2021-03/8_GLM.pdf). [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",06/21/2024,Objection_letter2,objection30,Objection 30           Comments: Provide a lift chart on homeowners only loss data to show that the model validates well on the specific line of business. [PC9999],2025-03-03
AZ_TRVD-134038097,AZ,3548,27998,"[27998, 36137]",03/21/2024,Objection_letter3,objection1,"The Department has reviewed the filing and has the following interrogatories/objections. As submitted filing does not comply with Arizona statutes and/or administrative code.  While grounds exist to disapprove the filing, we are providing you with an opportunity to resolve the objections or to withdraw the filing.  If neither occurs, we will disapprove or reject the filing as ambiguous, misleading or deceptive or otherwise failing to comply with Arizona law.  The objections are:      Objection 1           Comments: This filing introduces a New GLM/predictive model. The Department has created a new filing type specifically for GLM/predictive models. The company will need to remove the model and its support from this filing and file a new corresponding filing under the the correct filing type. [PC0425]",2025-03-03
AZ_TRVD-G134416866,AZ,3548,27998,"[27998, 36137]",02/18/2025,Objection_letter1,objection1,"The Department has reviewed the filing and has the following interrogatories/objections. As submitted filing does not comply with Arizona statutes and/or administrative code.  While grounds exist to disapprove the filing, we are providing you with an opportunity to resolve the objections or to withdraw the filing.  If neither occurs, we will disapprove or reject the filing as ambiguous, misleading or deceptive or otherwise failing to comply with Arizona law.  The objections are:      Objection 1           Comments: Inasmuch as your company has an indicated rate change of 22% and a rate change of only 7.9% and 9.4% has been selected, pursuant to ARS § 20-385(B), please explain what steps your company plans on taking to reduce the possibility of inadequate rates.  Due consideration should be given to past and prospective loss experience within and outside this state, to catastrophe hazards, if any, to a reasonable margin for underwriting profit and contingencies, to dividends, savings or unabsorbed premium deposits allowed or returned to policyholders, members or subscribers, to past or prospective expenses within and outside this state, to investment income, and to all other relevant factors within and outside this state. [PC0103]",2025-03-03
AZ_TRVD-G134417169,AZ,3548,27998,"[27998, 36137]",02/18/2025,Objection_letter1,objection1,"The Department has reviewed the filing and has the following interrogatories/objections. As submitted filing does not comply with Arizona statutes and/or administrative code.  While grounds exist to disapprove the filing, we are providing you with an opportunity to resolve the objections or to withdraw the filing.  If neither occurs, we will disapprove or reject the filing as ambiguous, misleading or deceptive or otherwise failing to comply with Arizona law.  The objections are:      Objection 1           Comments: Inasmuch as your company has an indicated rate change of 11.7% and a rate change of only 2% has been selected, pursuant to ARS § 20-385(B), please explain what steps your company plans on taking to reduce the possibility of inadequate rates.  Due consideration should be given to past and prospective loss experience within and outside this state, to catastrophe hazards, if any, to a reasonable margin for underwriting profit and contingencies, to dividends, savings or unabsorbed premium deposits allowed or returned to policyholders, members or subscribers, to past or prospective expenses within and outside this state, to investment income, and to all other relevant factors within and outside this state. [PC0103]",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],02/25/2025,Objection_letter1,objection1,"The underwriting Guideline submitted in this filing, looks completely difference from the one you referred to in filing 23-443. If you haven't explained so, Is this new U/W guidelines going to replace the one in 23-443, or is there different versions of the U/W guidelines, it looks like this new one is for the consumers and the old one is for internal use? If it is going to replace the old one entirely, please explain the need of this and the reason behind it. Feel free to contact if you have any questions or want do discuss anything. Tina 213-346-6795",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],02/25/2025,Objection_letter2,objection1,"The underwriting Guideline submitted in this filing, looks completely difference from the one you referred to in filing 23-443. If you haven't explained so, Is this new U/W guidelines going to replace the one in 23-443, or is there different versions of the U/W guidelines, it looks like this new one is for the consumers and the old one is for internal use? If it is going to replace the old one entirely, please explain the need of this and the reason behind it. Feel free to contact if you have any questions or want do discuss anything. Tina 213-346-6795",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter3,objection1,"Please identify the filing where this Loss History information already exists. This is information is crucial so that the department can make the decision on whether the changes are for ""clarification"" purposed and/or a ""change in process."" In reference to page. 11 - Course of Construction Endorsement",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter3,objection2,When you reference that an individual underwriter will evaluate risks to ensure it is within your guidelines. Please clarify whether the guidelines you are referencing exist within the construction endorsement eligibility criteria or is it found in another section/endorsement.,2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],02/14/2025,Objection_letter3,objection3,"If so, please add to the underwriting guidelines that the underwriter will use existing published underwriting guidelines.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter4,objection2,"Page 4. You are added the following details: Risk does not exceed maximum of four families for both owner-occupied and rental properties, and Maximum of four dwellings that are tenant occupied. -What is the reason for the limiting change being introduced by Risk does not exceed maximum of four families for both owner- occupied and rental properties? -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change? -What is the reason for the limiting change being introduced by Maximum of four dwellings that are tenant occupied. -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter4,objection3,"Page 5. Under primary Dwelling you added B or 1Y  8Y for protection class 1, or 1X  8X for protection class 9. Under Secondary/Seasonal/Non-Seasonal Dwellings/Dwelling Fire you added B or 1Y  8Y next to Protection Class 1-8, and or 1X  8X next to Protection class 9, explain the following: -Please explain what the additions mean. -Explain the reason for the addition. -Was this information included in any other document prior to this addition? -Is there a description or definition that explains the meaning of the information added?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter4,objection4,"Page 7. Includes proposed addition of a loss History details, please provide the following: -What is the reason for the page addition? -Was this information included in any other document prior to this addition?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter4,objection5,"Page. 9. -Please explain the reasons Wharves, and Jetties are being proposed as ineligible exposures? -Why are dwellings located in Main, San Francisco, or San Mateo counties no longer eligible? SERFF Tracking #: ALSE-134306035 State Tracking #: 24-2199 Company Tracking #: ER52305 State: California Filing Company: Encompass Insurance Company TOI/Sub-TOI:",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/31/2025,Objection_letter4,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: EIC Home, Condo, Renters, Dwelling Fire Project Name/Number: Underwriting Guidelines/RITM06249095 PDF Pipeline for SERFF Tracking Number ALSE-134306035 Generated 02/28/2025 12:59 AM  -How many policy holders will be impacted by this change? -What is the impact, premium or other consequences from the proposed change?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/23/2025,Objection_letter5,objection2,Please confirm whether you are pausing non-renewals for all 885 policies? Or are you only pausing non-renewals for policies specifically included in the moratorium?,2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter6,objection2,"Based on your book of business, what is the premium amount for the 885 policies that will be non-renewed?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter6,objection3,"Have you started to non-renew policyholders? If so, how many?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter6,objection4,When do you plan to start with the non-renewals?,2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],01/14/2025,Objection_letter6,objection5,"In light of Commissioner Laras 1-year moratorium to protect Southern California homeowners, will certain non-renewals be deferred or reconsidered?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter7,objection2,"Is there an accompanying already approved rate filing associated with the proposed wildfire score change? If so, please provide the relevant filing details for reference.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter7,objection3,Please confirm whether the mentioned 7.5% of non-renewals is due to the proposed changes to your wildfire score.,2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter7,objection4,"Please clarify what the 7.5% represents in numerical terms with respect to your book of business? For example, how many policies does the 7.5% correspond to?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/24/2024,Objection_letter7,objection5,"Given that some policyholders will be renewed under the new scoring model, please clarify how these renewed policy holders will be rated under the proposed changes? Additionally, please provide the associated rate filing that reflects this information.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/19/2024,Objection_letter8,objection1,"As noted in previous filings, all Proposition 103 filings - including form and rule filings, must undergo review for rate impact, irrespective of whether they are rate filings. Please re-submit the Deemer waiver language exactly as we requested, without the addition of notes or clauses as you did 12-18-2024. Please note that if the Deemer waiver is not submitted as requested, the filing may be subject to a notice of hearing. We ask that Encompass Insurance Company submits a SERFF note with the wording below to waive the Deemer provisions without additions or modifications: Regarding the above-referenced rate application, Encompass Insurance Company (""applicant"") hereby waives all Deemer provisions etc. If the applicant wishes to reactivate the Deemer provisions, the applicant will submit a request to reactivate in writing to CDI via SERFF. The Deemer provisions will reactivate five days after the Department receives the written request to reactivate. After reactivation, the parties will have 15 days before the 60-day Deemer runs and 125 days before the 180-day Deemer runs.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/18/2024,Objection_letter9,objection1,"Our records indicate that the deemer date for this filing is January 07, 2025. In order for us to complete our review, we request a waiver of the deemer. We ask that Encompass Insurance Company submits a SERFF note with the wording below to waive the deemer provisions: Regarding the above-referenced rate application, Encompass Insurance Company (""applicant"") hereby waives all deemer provisions etc. If the applicant wishes to reactivate the deemer provisions, the applicant will submit a request to reactivate in writing to CDI via SERFF. The deemer provisions will reactivate five days after the Department receives the written request to reactivate. After reactivation, the parties will have 15 days before the 60-day Deemer runs and 125 days before the 180-day Deemer runs.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter10,objection1,Objection 1           - New Prior Approval Rate Application (Supporting Document)           Comments: 1. Please provide the Homeowners or Residential Property Questionnaire. All homeowners or residential property lines of business must include a completed Homeowners or Residential Property questionnaire. For further information please see page 6 of the Prior Approval Rate Filing Instructions.,2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter11,objection1,"Objection 1           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments:  Regarding the Wildfire Risk Score change from 50 to 20, answer the following questions: 1.What is the impact/consequences from changing it from what it is now (50) to what being proposed (20)? 2.Please explain whether the proposed change in the Wildfire Risk Score is positive or negative for the policyholders. 3.Will policyholders be non-renewed based on this new proposed Wildfire Risk Score? 4.What prompted the change in Wildfire Risk Score?",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter11,objection2,"Objection 2           - New Prior Approval Rate Application (Supporting Document)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Given the numerous changes being proposed, please provide a detailed explanation of how these proposed changes will not result in any rate impact, as stated in your memorandum. It is important to understand how the proposed changes align with maintaining rate neutrality, particularly given the potential implications these changes could have on your underwriting/eligibility process.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter12,objection1,"Objection 1           - Underwriting Guidelines, null (Rate)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Please explain why the previous version of the underwriting guidelines (CA HO EIC ER52305 Home Underwriting Guidelines) differ from CA EIC Property UW Guideline (clean/final)? They differ in format and in information contained within the two documents.",2025-03-03
CA_ALSE-134306035,CA,8,10358,[10358],12/04/2024,Objection_letter12,objection2,"Objection 2           - Attachment A  (Supporting Document)           - Tracked Version of Underwriting Guidelines (Supporting Document)           Comments: 1. Attachment A (Exhibit 18) page 3- includes changes regarding wildfire risk score. However, the clean/final CA EIC Property UW guidelines found under the rate/rule tab are different than that of Exhibit 18. Additionally, the proposed tracked changes for CA EIC Property UW guidelines includes many proposed changes that are additional to the wildfire risk score. 1A. Explain whether you are proposing the changes found within CA EIC Property UW guidelines which include the maximum binding authority from $1,500,000 to $1,750,000, addition of Loss History found on page 8, removal of wood burning stove requirements on page 12, among other changes. 2. If your changes indeed include changes found under the redlined CA EIC Property UW guidelines, complete/provide the following: 2A. Add summary of proposed changes in the memorandum and or/exhibit 18. Additionally, explain the reason for the changes being proposed. Lastly, include the current CA EIC Property UW guidelines in place.",2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",02/19/2025,Objection_letter1,objection1,Please update your proposed effective date to be consistent with the companion rate filing 24-1141.,2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/22/2024,Objection_letter2,objection1,"Our records indicate that the deemer date for this filing is November 12, 2024. In order for us to complete our review, we request a waiver of the deemer. We ask that First National Insurance Company of America, Safeco Insurance Company of America, Safeco Insurance Company of Illinois submits a SERFF note with the wording below to waive the deemer provisions: Regarding the above-referenced rate application, First National Insurance Company of America, Safeco Insurance Company of America, Safeco Insurance Company of Illinois (""applicants"") hereby waive all deemer provisions etc. If the applicants wish to reactivate the deemer provisions, the applicants will submit a request to reactivate in writing to CDI via SERFF. The deemer provisions will reactivate five days after the Department receives the written request to reactivate. After reactivation, the parties will have 15 days before the 60-day deemer runs and 125 days before the 180-day deemer runs.",2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/21/2024,Objection_letter3,objection1,Rule - The dwelling is insured for an amount that is adequate to reconstruct it at today's costs Please justify why this rule will not make any impact to existing policies. Will you only run evaluation for new business but keep renewal as it is?,2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/21/2024,Objection_letter3,objection2,"Rule with Limit/Deductible Restriction What if existing policies do not comply with any CSA, water valve requirements, are they allowed to keep current limit/deductible?",2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/21/2024,Objection_letter3,objection3,"Rule with Construction Restriction Please specify what dwelling characteristics can be captured in your current data and what characteristics will be relied on your inspection. How will you ensure the consistency of your inspection? Please further explain ""Non-renewal action may be taken for other variables in addition to shingle roofs older than 25 years"". Do you mean only ""Asphalt / Composite Shingle roofs older than 25 years"" rule will be strictly enforce for non-renewal while the other risk characteristics will be options for underwriter to decide eligibility?",2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/21/2024,Objection_letter3,objection4,"Rule with No Correlation to Loss Exposure CCR § 2360.0 (b) define, ""Eligibility Guidelines"" are specific, objective factors, or categories of specific, objective factors, which are selected and/or defined by an insurer, and which have a substantial relationship to an insured's loss exposure. Please justify the loss relationship for each of these rules: • Multiple Primary Residences Define ""primary residences"". If the insured has 2 homes, which he stays 1 home during weekdays and the other during weekends. Are both homes considered primary residences thus will be non-renewed? • Risks that are not accessible year-round Define ""not accessible year-round"". Do you have any existing rule, term or condition related to vacant buildings? • Risks that are Secondary Dwellings and we do not write the primary risk If you cover primary dwelling, then you will be able to write secondary dwelling. This seems contradict your first rule of ""multiple primary residence"". Moreover, your last explanation will no longer be valid as either house will experience increase of loss exposure due to lack of maintenance year-round. • Risks with more than 4 outbuildings on the property Define ""outbuilding"" and how it presents substantial relationship to an insured's loss exposure. Why you set the number of 4? • Risks with more than 2 mortgagees There is no direct correlation for this characteristics. Please remove it. Lastly, provide process how underwriters determine above characteristics and how they ensure consistent eligibility rule is applied.",2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/09/2024,Objection_letter4,objection1,CAUnderwritingData - NHC.pdf Please submit excel version of prior supporting documents. Note that we will need excel file for all future data supporting documents.,2025-03-03
CA_LBRM-134233558,CA,111,24724,"[24724, 24740, 39012]",10/09/2024,Objection_letter4,objection2,"Rule - The dwelling is insured for an amount that is adequate to reconstruct it at today's costs Please specify how you determine ""adequate"". Are you using any 3rd party evaluation system such as MSB? How will this rule affect existing policies?",2025-03-03
